Mês;Linha;Fabricante;Quantidade
01/11/2016;Médios;Ford;118
01/12/2016;Médios;Ford;129
01/01/2016;Médios;Iveco;10
01/02/2016;Médios;Iveco;5
01/03/2016;Médios;Iveco;11
01/04/2016;Médios;Iveco;8
01/05/2016;Médios;Iveco;2
01/06/2016;Médios;Iveco;1
01/07/2016;Médios;Iveco;9
01/08/2016;Médios;Iveco;2
01/09/2016;Médios;Iveco;1
01/10/2016;Médios;Iveco;1
01/11/2016;Médios;Iveco;0
01/12/2016;Médios;Iveco;27
01/01/2016;Médios;MAN;187
01/02/2016;Médios;MAN;96
01/03/2016;Médios;MAN;151
01/04/2016;Médios;MAN;135
01/05/2016;Médios;MAN;124
01/06/2016;Médios;MAN;162
01/07/2016;Médios;MAN;120
01/08/2016;Médios;MAN;135
01/09/2016;Médios;MAN;111
01/10/2016;Médios;MAN;105
01/11/2016;Médios;MAN;104
01/12/2016;Médios;MAN;119
01/01/2016;Médios;Mercedes-Benz;93
01/02/2016;Médios;Mercedes-Benz;75
01/03/2016;Médios;Mercedes-Benz;88
01/04/2016;Médios;Mercedes-Benz;99
01/05/2016;Médios;Mercedes-Benz;88
01/06/2016;Médios;Mercedes-Benz;117
01/07/2016;Médios;Mercedes-Benz;114
01/08/2016;Médios;Mercedes-Benz;92
01/09/2016;Médios;Mercedes-Benz;81
01/10/2016;Médios;Mercedes-Benz;88
01/11/2016;Médios;Mercedes-Benz;91
01/12/2016;Médios;Mercedes-Benz;101
01/01/2016;Médios;Outras empresas;0
01/02/2016;Médios;Outras empresas;0
01/03/2016;Médios;Outras empresas;0
01/04/2016;Médios;Outras empresas;0
01/05/2016;Médios;Outras empresas;0
01/06/2016;Médios;Outras empresas;0
01/07/2016;Médios;Outras empresas;0
01/08/2016;Médios;Outras empresas;1
01/09/2016;Médios;Outras empresas;0
01/10/2016;Médios;Outras empresas;0
01/11/2016;Médios;Outras empresas;0
01/12/2016;Médios;Outras empresas;0
01/01/2016;Semipesados;Agrale;2
01/02/2016;Semipesados;Agrale;1
01/03/2016;Semipesados;Agrale;1
01/04/2016;Semipesados;Agrale;0
01/05/2016;Semipesados;Agrale;0
01/06/2016;Semipesados;Agrale;0
01/07/2016;Semipesados;Agrale;0
01/08/2016;Semipesados;Agrale;0
01/09/2016;Semipesados;Agrale;0
01/10/2016;Semipesados;Agrale;0
01/11/2016;Semipesados;Agrale;0
01/12/2016;Semipesados;Agrale;0
01/01/2016;Semipesados;Ford;168
01/02/2016;Semipesados;Ford;183
01/03/2016;Semipesados;Ford;172
01/04/2016;Semipesados;Ford;155
01/05/2016;Semipesados;Ford;161
01/06/2016;Semipesados;Ford;167
01/07/2016;Semipesados;Ford;174
01/08/2016;Semipesados;Ford;183
01/09/2016;Semipesados;Ford;217
01/10/2016;Semipesados;Ford;145
01/11/2016;Semipesados;Ford;152
01/12/2016;Semipesados;Ford;171
01/01/2016;Semipesados;INTERNATIONAL;0
01/02/2016;Semipesados;INTERNATIONAL;0
01/03/2016;Semipesados;INTERNATIONAL;0
01/04/2016;Semipesados;INTERNATIONAL;5
01/05/2016;Semipesados;INTERNATIONAL;0
01/06/2016;Semipesados;INTERNATIONAL;0
01/07/2016;Semipesados;INTERNATIONAL;1
01/08/2016;Semipesados;INTERNATIONAL;1
01/09/2016;Semipesados;INTERNATIONAL;0
01/10/2016;Semipesados;INTERNATIONAL;0
01/11/2016;Semipesados;INTERNATIONAL;1
01/12/2016;Semipesados;INTERNATIONAL;0
01/01/2016;Semipesados;Iveco;77
01/02/2016;Semipesados;Iveco;66
01/03/2016;Semipesados;Iveco;72
01/04/2016;Semipesados;Iveco;76
01/05/2016;Semipesados;Iveco;71
01/06/2016;Semipesados;Iveco;70
01/07/2016;Semipesados;Iveco;63
01/08/2016;Semipesados;Iveco;63
01/09/2016;Semipesados;Iveco;58
01/10/2016;Semipesados;Iveco;65
01/11/2016;Semipesados;Iveco;29
01/12/2016;Semipesados;Iveco;93
01/01/2016;Semipesados;MAN;363
01/02/2016;Semipesados;MAN;370
01/03/2016;Semipesados;MAN;531
01/04/2016;Semipesados;MAN;413
01/05/2016;Semipesados;MAN;358
01/06/2016;Semipesados;MAN;444
01/07/2016;Semipesados;MAN;471
01/08/2016;Semipesados;MAN;371
01/09/2016;Semipesados;MAN;380
01/10/2016;Semipesados;MAN;364
01/11/2016;Semipesados;MAN;361
01/12/2016;Semipesados;MAN;460
01/01/2016;Semipesados;Mercedes-Benz;406
01/02/2016;Semipesados;Mercedes-Benz;339
01/03/2016;Semipesados;Mercedes-Benz;390
01/04/2016;Semipesados;Mercedes-Benz;342
01/05/2016;Semipesados;Mercedes-Benz;350
01/06/2016;Semipesados;Mercedes-Benz;361
01/07/2016;Semipesados;Mercedes-Benz;373
01/08/2016;Semipesados;Mercedes-Benz;384
01/09/2016;Semipesados;Mercedes-Benz;475
01/10/2016;Semipesados;Mercedes-Benz;349
01/11/2016;Semipesados;Mercedes-Benz;389
01/12/2016;Semipesados;Mercedes-Benz;460
01/01/2016;Semipesados;SCANIA;53
01/02/2016;Semipesados;SCANIA;32
01/03/2016;Semipesados;SCANIA;46
01/04/2016;Semipesados;SCANIA;52
01/05/2016;Semipesados;SCANIA;65
01/06/2016;Semipesados;SCANIA;64
01/07/2016;Semipesados;SCANIA;62
01/08/2016;Semipesados;SCANIA;72
01/09/2016;Semipesados;SCANIA;66
01/10/2016;Semipesados;SCANIA;70
01/11/2016;Semipesados;SCANIA;57
01/12/2016;Semipesados;SCANIA;64
01/01/2016;Semipesados;VOLVO;153
01/02/2016;Semipesados;VOLVO;117
01/03/2016;Semipesados;VOLVO;168
01/04/2016;Semipesados;VOLVO;104
01/05/2016;Semipesados;VOLVO;108
01/06/2016;Semipesados;VOLVO;118
01/07/2016;Semipesados;VOLVO;136
01/08/2016;Semipesados;VOLVO;128
01/09/2016;Semipesados;VOLVO;105
01/10/2016;Semipesados;VOLVO;92
01/11/2016;Semipesados;VOLVO;72
01/12/2016;Semipesados;VOLVO;70
01/01/2016;Semipesados;Outras empresas;3
01/02/2016;Semipesados;Outras empresas;2
01/03/2016;Semipesados;Outras empresas;5
01/04/2016;Semipesados;Outras empresas;4
01/05/2016;Semipesados;Outras empresas;1
01/06/2016;Semipesados;Outras empresas;0
01/07/2016;Semipesados;Outras empresas;1
01/08/2016;Semipesados;Outras empresas;0
01/09/2016;Semipesados;Outras empresas;1
01/10/2016;Semipesados;Outras empresas;8
01/11/2016;Semipesados;Outras empresas;5
01/12/2016;Semipesados;Outras empresas;7
01/01/2016;Pesados;DAF;51
01/02/2016;Pesados;DAF;32
01/03/2016;Pesados;DAF;49
01/04/2016;Pesados;DAF;59
01/05/2016;Pesados;DAF;48
01/06/2016;Pesados;DAF;38
01/07/2016;Pesados;DAF;92
01/08/2016;Pesados;DAF;67
01/09/2016;Pesados;DAF;56
01/10/2016;Pesados;DAF;42
01/11/2016;Pesados;DAF;47
01/12/2016;Pesados;DAF;92
01/01/2016;Pesados;Ford;48
01/02/2016;Pesados;Ford;20
01/03/2016;Pesados;Ford;30
01/04/2016;Pesados;Ford;26
01/05/2016;Pesados;Ford;26
01/06/2016;Pesados;Ford;21
01/07/2016;Pesados;Ford;29
01/08/2016;Pesados;Ford;18
01/09/2016;Pesados;Ford;13
01/10/2016;Pesados;Ford;12
01/11/2016;Pesados;Ford;35
01/12/2016;Pesados;Ford;23
01/01/2016;Pesados;INTERNATIONAL;0
01/02/2016;Pesados;INTERNATIONAL;0
01/03/2016;Pesados;INTERNATIONAL;1
01/04/2016;Pesados;INTERNATIONAL;0
01/05/2016;Pesados;INTERNATIONAL;1
01/06/2016;Pesados;INTERNATIONAL;3
01/07/2016;Pesados;INTERNATIONAL;3
01/08/2016;Pesados;INTERNATIONAL;0
01/09/2016;Pesados;INTERNATIONAL;0
01/10/2016;Pesados;INTERNATIONAL;3
01/11/2016;Pesados;INTERNATIONAL;0
01/12/2016;Pesados;INTERNATIONAL;1
01/01/2016;Pesados;Iveco;62
01/02/2016;Pesados;Iveco;51
01/03/2016;Pesados;Iveco;61
01/04/2016;Pesados;Iveco;62
01/05/2016;Pesados;Iveco;40
01/06/2016;Pesados;Iveco;42
01/07/2016;Pesados;Iveco;52
01/08/2016;Pesados;Iveco;44
01/09/2016;Pesados;Iveco;26
01/10/2016;Pesados;Iveco;25
01/11/2016;Pesados;Iveco;24
01/12/2016;Pesados;Iveco;49
01/01/2016;Pesados;MAN;239
01/02/2016;Pesados;MAN;134
01/03/2016;Pesados;MAN;125
01/04/2016;Pesados;MAN;158
01/05/2016;Pesados;MAN;143
01/06/2016;Pesados;MAN;123
01/07/2016;Pesados;MAN;267
01/08/2016;Pesados;MAN;109
01/09/2016;Pesados;MAN;114
01/10/2016;Pesados;MAN;79
01/11/2016;Pesados;MAN;99
01/12/2016;Pesados;MAN;101
01/01/2016;Pesados;Mercedes-Benz;308
01/02/2016;Pesados;Mercedes-Benz;355
01/03/2016;Pesados;Mercedes-Benz;629
01/04/2016;Pesados;Mercedes-Benz;404
01/05/2016;Pesados;Mercedes-Benz;333
01/06/2016;Pesados;Mercedes-Benz;244
01/07/2016;Pesados;Mercedes-Benz;329
01/08/2016;Pesados;Mercedes-Benz;337
01/09/2016;Pesados;Mercedes-Benz;254
01/10/2016;Pesados;Mercedes-Benz;206
01/11/2016;Pesados;Mercedes-Benz;318
01/12/2016;Pesados;Mercedes-Benz;269
01/01/2016;Pesados;SCANIA;277
01/02/2016;Pesados;SCANIA;199
01/03/2016;Pesados;SCANIA;381
01/04/2016;Pesados;SCANIA;224
01/05/2016;Pesados;SCANIA;319
01/06/2016;Pesados;SCANIA;364
01/07/2016;Pesados;SCANIA;372
01/08/2016;Pesados;SCANIA;302
01/09/2016;Pesados;SCANIA;308
01/10/2016;Pesados;SCANIA;264
01/11/2016;Pesados;SCANIA;278
01/12/2016;Pesados;SCANIA;254
01/01/2016;Pesados;VOLVO;412
01/02/2016;Pesados;VOLVO;382
01/03/2016;Pesados;VOLVO;369
01/04/2016;Pesados;VOLVO;362
01/05/2016;Pesados;VOLVO;315
01/06/2016;Pesados;VOLVO;295
01/07/2016;Pesados;VOLVO;340
01/08/2016;Pesados;VOLVO;387
01/09/2016;Pesados;VOLVO;330
01/10/2016;Pesados;VOLVO;207
01/11/2016;Pesados;VOLVO;324
01/12/2016;Pesados;VOLVO;520
01/01/2016;Pesados;Outras empresas;0
01/02/2016;Pesados;Outras empresas;3
01/03/2016;Pesados;Outras empresas;5
01/04/2016;Pesados;Outras empresas;2
01/05/2016;Pesados;Outras empresas;3
01/06/2016;Pesados;Outras empresas;16
01/07/2016;Pesados;Outras empresas;54
01/08/2016;Pesados;Outras empresas;35
01/09/2016;Pesados;Outras empresas;24
01/10/2016;Pesados;Outras empresas;15
01/11/2016;Pesados;Outras empresas;13
01/12/2016;Pesados;Outras empresas;30
01/01/2017;Semileves;Agrale;1
01/02/2017;Semileves;Agrale;0
01/03/2017;Semileves;Agrale;2
01/04/2017;Semileves;Agrale;1
01/05/2017;Semileves;Agrale;0
01/06/2017;Semileves;Agrale;0
01/07/2017;Semileves;Agrale;0
01/08/2017;Semileves;Agrale;0
01/09/2017;Semileves;Agrale;1
01/10/2017;Semileves;Agrale;1
01/11/2017;Semileves;Agrale;0
01/12/2017;Semileves;Agrale;2
01/01/2017;Semileves;FCA (Fiat/Dodge);19
01/02/2017;Semileves;FCA (Fiat/Dodge);27
01/03/2017;Semileves;FCA (Fiat/Dodge);44
01/04/2017;Semileves;FCA (Fiat/Dodge);41
01/05/2017;Semileves;FCA (Fiat/Dodge);41
01/06/2017;Semileves;FCA (Fiat/Dodge);62
01/07/2017;Semileves;FCA (Fiat/Dodge);42
01/08/2017;Semileves;FCA (Fiat/Dodge);33
01/09/2017;Semileves;FCA (Fiat/Dodge);7
01/10/2017;Semileves;FCA (Fiat/Dodge);6
01/11/2017;Semileves;FCA (Fiat/Dodge);9
01/12/2017;Semileves;FCA (Fiat/Dodge);2
01/01/2017;Semileves;Ford;53
01/02/2017;Semileves;Ford;69
01/03/2017;Semileves;Ford;91
01/04/2017;Semileves;Ford;68
01/05/2017;Semileves;Ford;96
01/06/2017;Semileves;Ford;78
01/07/2017;Semileves;Ford;110
01/08/2017;Semileves;Ford;88
01/09/2017;Semileves;Ford;84
01/10/2017;Semileves;Ford;70
01/11/2017;Semileves;Ford;84
01/12/2017;Semileves;Ford;83
01/01/2017;Semileves;Iveco;20
01/02/2017;Semileves;Iveco;29
01/03/2017;Semileves;Iveco;31
01/04/2017;Semileves;Iveco;14
01/05/2017;Semileves;Iveco;22
01/06/2017;Semileves;Iveco;14
01/07/2017;Semileves;Iveco;27
01/08/2017;Semileves;Iveco;14
01/09/2017;Semileves;Iveco;13
01/10/2017;Semileves;Iveco;29
01/11/2017;Semileves;Iveco;21
01/12/2017;Semileves;Iveco;25
01/01/2017;Semileves;MAN;18
01/02/2017;Semileves;MAN;7
01/03/2017;Semileves;MAN;33
01/04/2017;Semileves;MAN;51
01/05/2017;Semileves;MAN;24
01/06/2017;Semileves;MAN;55
01/07/2017;Semileves;MAN;53
01/08/2017;Semileves;MAN;46
01/09/2017;Semileves;MAN;47
01/10/2017;Semileves;MAN;63
01/11/2017;Semileves;MAN;75
01/12/2017;Semileves;MAN;89
01/01/2017;Semileves;Mercedes-Benz;72
01/02/2017;Semileves;Mercedes-Benz;71
01/03/2017;Semileves;Mercedes-Benz;132
01/04/2017;Semileves;Mercedes-Benz;86
01/05/2017;Semileves;Mercedes-Benz;101
01/06/2017;Semileves;Mercedes-Benz;71
01/07/2017;Semileves;Mercedes-Benz;91
01/08/2017;Semileves;Mercedes-Benz;138
01/09/2017;Semileves;Mercedes-Benz;133
01/10/2017;Semileves;Mercedes-Benz;129
01/11/2017;Semileves;Mercedes-Benz;197
01/12/2017;Semileves;Mercedes-Benz;150
01/01/2017;Semileves;Outras empresas;2
01/02/2017;Semileves;Outras empresas;2
01/03/2017;Semileves;Outras empresas;0
01/04/2017;Semileves;Outras empresas;0
01/05/2017;Semileves;Outras empresas;1
01/06/2017;Semileves;Outras empresas;4
01/07/2017;Semileves;Outras empresas;0
01/08/2017;Semileves;Outras empresas;2
01/09/2017;Semileves;Outras empresas;0
01/10/2017;Semileves;Outras empresas;0
01/11/2017;Semileves;Outras empresas;0
01/12/2017;Semileves;Outras empresas;1
01/01/2017;Leves;Agrale;6
01/02/2017;Leves;Agrale;4
01/03/2017;Leves;Agrale;5
01/04/2017;Leves;Agrale;12
01/05/2017;Leves;Agrale;14
01/06/2017;Leves;Agrale;12
01/07/2017;Leves;Agrale;11
01/08/2017;Leves;Agrale;10
01/09/2017;Leves;Agrale;5
01/10/2017;Leves;Agrale;2
01/11/2017;Leves;Agrale;6
01/12/2017;Leves;Agrale;5
01/01/2017;Leves;Caoa - Hyundai;0
01/02/2017;Leves;Caoa - Hyundai;2
01/03/2017;Leves;Caoa - Hyundai;2
01/04/2017;Leves;Caoa - Hyundai;0
01/05/2017;Leves;Caoa - Hyundai;0
01/06/2017;Leves;Caoa - Hyundai;1
01/07/2017;Leves;Caoa - Hyundai;2
01/08/2017;Leves;Caoa - Hyundai;0
01/09/2017;Leves;Caoa - Hyundai;0
01/10/2017;Leves;Caoa - Hyundai;2
01/11/2017;Leves;Caoa - Hyundai;2
01/12/2017;Leves;Caoa - Hyundai;1
01/01/2017;Leves;Ford;192
01/02/2017;Leves;Ford;141
01/03/2017;Leves;Ford;194
01/04/2017;Leves;Ford;243
01/05/2017;Leves;Ford;253
01/06/2017;Leves;Ford;262
01/07/2017;Leves;Ford;281
01/08/2017;Leves;Ford;234
01/09/2017;Leves;Ford;238
01/10/2017;Leves;Ford;263
01/11/2017;Leves;Ford;315
01/12/2017;Leves;Ford;273
01/01/2017;Leves;Iveco;11
01/02/2017;Leves;Iveco;12
01/03/2017;Leves;Iveco;13
01/04/2017;Leves;Iveco;21
01/05/2017;Leves;Iveco;24
01/06/2017;Leves;Iveco;24
01/07/2017;Leves;Iveco;25
01/08/2017;Leves;Iveco;25
01/09/2017;Leves;Iveco;29
01/10/2017;Leves;Iveco;17
01/11/2017;Leves;Iveco;19
01/12/2017;Leves;Iveco;33
01/01/2017;Leves;MAN;232
01/02/2017;Leves;MAN;267
01/03/2017;Leves;MAN;429
01/04/2017;Leves;MAN;300
01/05/2017;Leves;MAN;368
01/06/2017;Leves;MAN;363
01/07/2017;Leves;MAN;475
01/08/2017;Leves;MAN;446
01/09/2017;Leves;MAN;387
01/10/2017;Leves;MAN;412
01/11/2017;Leves;MAN;406
01/12/2017;Leves;MAN;677
01/01/2017;Leves;Mercedes-Benz;207
01/02/2017;Leves;Mercedes-Benz;213
01/03/2017;Leves;Mercedes-Benz;297
01/04/2017;Leves;Mercedes-Benz;239
01/05/2017;Leves;Mercedes-Benz;261
01/06/2017;Leves;Mercedes-Benz;370
01/07/2017;Leves;Mercedes-Benz;281
01/08/2017;Leves;Mercedes-Benz;323
01/09/2017;Leves;Mercedes-Benz;306
01/10/2017;Leves;Mercedes-Benz;362
01/11/2017;Leves;Mercedes-Benz;402
01/12/2017;Leves;Mercedes-Benz;380
01/01/2017;Leves;Outras empresas;1
01/02/2017;Leves;Outras empresas;8
01/03/2017;Leves;Outras empresas;2
01/04/2017;Leves;Outras empresas;3
01/05/2017;Leves;Outras empresas;3
01/06/2017;Leves;Outras empresas;4
01/07/2017;Leves;Outras empresas;5
01/08/2017;Leves;Outras empresas;2
01/09/2017;Leves;Outras empresas;2
01/10/2017;Leves;Outras empresas;1
01/11/2017;Leves;Outras empresas;9
01/12/2017;Leves;Outras empresas;4
01/01/2017;Médios;Agrale;1
01/02/2017;Médios;Agrale;0
01/03/2017;Médios;Agrale;0
01/04/2017;Médios;Agrale;0
01/05/2017;Médios;Agrale;2
01/06/2017;Médios;Agrale;0
01/07/2017;Médios;Agrale;2
01/08/2017;Médios;Agrale;1
01/09/2017;Médios;Agrale;5
01/10/2017;Médios;Agrale;0
01/11/2017;Médios;Agrale;2
01/12/2017;Médios;Agrale;1
01/01/2017;Médios;Ford;81
01/02/2017;Médios;Ford;82
01/03/2017;Médios;Ford;123
01/04/2017;Médios;Ford;98
01/05/2017;Médios;Ford;122
01/06/2017;Médios;Ford;153
01/07/2017;Médios;Ford;165
01/08/2017;Médios;Ford;144
01/09/2017;Médios;Ford;166
01/10/2017;Médios;Ford;153
01/11/2017;Médios;Ford;171
01/12/2017;Médios;Ford;132
01/01/2017;Médios;Iveco;0
01/02/2017;Médios;Iveco;0
01/03/2017;Médios;Iveco;1
01/04/2017;Médios;Iveco;0
01/05/2017;Médios;Iveco;0
01/06/2017;Médios;Iveco;0
01/07/2017;Médios;Iveco;1
01/08/2017;Médios;Iveco;0
01/09/2017;Médios;Iveco;0
01/10/2017;Médios;Iveco;0
01/11/2017;Médios;Iveco;0
01/12/2017;Médios;Iveco;0
01/01/2017;Médios;MAN;72
01/02/2017;Médios;MAN;80
01/03/2017;Médios;MAN;130
01/04/2017;Médios;MAN;124
01/05/2017;Médios;MAN;163
01/06/2017;Médios;MAN;132
01/07/2017;Médios;MAN;205
01/08/2017;Médios;MAN;195
01/09/2017;Médios;MAN;119
01/10/2017;Médios;MAN;157
01/11/2017;Médios;MAN;191
01/12/2017;Médios;MAN;377
01/01/2017;Médios;Mercedes-Benz;69
01/02/2017;Médios;Mercedes-Benz;48
01/03/2017;Médios;Mercedes-Benz;96
01/04/2017;Médios;Mercedes-Benz;65
01/05/2017;Médios;Mercedes-Benz;67
01/06/2017;Médios;Mercedes-Benz;84
01/07/2017;Médios;Mercedes-Benz;65
01/08/2017;Médios;Mercedes-Benz;45
01/09/2017;Médios;Mercedes-Benz;38
01/10/2017;Médios;Mercedes-Benz;136
01/11/2017;Médios;Mercedes-Benz;72
01/12/2017;Médios;Mercedes-Benz;102
01/01/2017;Médios;Outras empresas;1
01/02/2017;Médios;Outras empresas;0
01/03/2017;Médios;Outras empresas;1
01/04/2017;Médios;Outras empresas;0
01/05/2017;Médios;Outras empresas;1
01/06/2017;Médios;Outras empresas;0
01/07/2017;Médios;Outras empresas;0
01/08/2017;Médios;Outras empresas;0
01/09/2017;Médios;Outras empresas;1
01/10/2017;Médios;Outras empresas;1
01/11/2017;Médios;Outras empresas;0
01/12/2017;Médios;Outras empresas;0
01/01/2017;Semipesados;Agrale;0
01/02/2017;Semipesados;Agrale;0
01/03/2017;Semipesados;Agrale;1
01/04/2017;Semipesados;Agrale;0
01/05/2017;Semipesados;Agrale;0
01/06/2017;Semipesados;Agrale;1
01/07/2017;Semipesados;Agrale;0
01/08/2017;Semipesados;Agrale;1
01/09/2017;Semipesados;Agrale;0
01/10/2017;Semipesados;Agrale;0
01/11/2017;Semipesados;Agrale;1
01/12/2017;Semipesados;Agrale;1
01/01/2017;Semipesados;Ford;181
01/02/2017;Semipesados;Ford;86
01/03/2017;Semipesados;Ford;176
01/04/2017;Semipesados;Ford;147
01/05/2017;Semipesados;Ford;188
01/06/2017;Semipesados;Ford;167
01/07/2017;Semipesados;Ford;179
01/08/2017;Semipesados;Ford;232
01/09/2017;Semipesados;Ford;187
01/10/2017;Semipesados;Ford;160
01/11/2017;Semipesados;Ford;216
01/12/2017;Semipesados;Ford;239
01/01/2017;Semipesados;INTERNATIONAL;7
01/02/2017;Semipesados;INTERNATIONAL;5
01/03/2017;Semipesados;INTERNATIONAL;1
01/04/2017;Semipesados;INTERNATIONAL;7
01/05/2017;Semipesados;INTERNATIONAL;6
01/06/2017;Semipesados;INTERNATIONAL;1
01/07/2017;Semipesados;INTERNATIONAL;0
01/08/2017;Semipesados;INTERNATIONAL;2
01/09/2017;Semipesados;INTERNATIONAL;1
01/10/2017;Semipesados;INTERNATIONAL;0
01/11/2017;Semipesados;INTERNATIONAL;1
01/12/2017;Semipesados;INTERNATIONAL;1
01/01/2017;Semipesados;Iveco;72
01/02/2017;Semipesados;Iveco;38
01/03/2017;Semipesados;Iveco;63
01/04/2017;Semipesados;Iveco;46
01/05/2017;Semipesados;Iveco;66
01/06/2017;Semipesados;Iveco;82
01/07/2017;Semipesados;Iveco;59
01/08/2017;Semipesados;Iveco;78
01/09/2017;Semipesados;Iveco;61
01/10/2017;Semipesados;Iveco;65
01/11/2017;Semipesados;Iveco;49
01/12/2017;Semipesados;Iveco;93
01/01/2017;Semipesados;MAN;256
01/02/2017;Semipesados;MAN;198
01/03/2017;Semipesados;MAN;326
01/04/2017;Semipesados;MAN;279
01/05/2017;Semipesados;MAN;354
01/06/2017;Semipesados;MAN;414
01/07/2017;Semipesados;MAN;417
01/08/2017;Semipesados;MAN;565
01/09/2017;Semipesados;MAN;505
01/10/2017;Semipesados;MAN;515
01/11/2017;Semipesados;MAN;562
01/12/2017;Semipesados;MAN;561
01/01/2017;Semipesados;Mercedes-Benz;271
01/02/2017;Semipesados;Mercedes-Benz;239
01/03/2017;Semipesados;Mercedes-Benz;306
01/04/2017;Semipesados;Mercedes-Benz;225
01/05/2017;Semipesados;Mercedes-Benz;317
01/06/2017;Semipesados;Mercedes-Benz;301
01/07/2017;Semipesados;Mercedes-Benz;341
01/08/2017;Semipesados;Mercedes-Benz;390
01/09/2017;Semipesados;Mercedes-Benz;333
01/10/2017;Semipesados;Mercedes-Benz;335
01/11/2017;Semipesados;Mercedes-Benz;381
01/12/2017;Semipesados;Mercedes-Benz;418
01/01/2017;Semipesados;SCANIA;48
01/02/2017;Semipesados;SCANIA;44
01/03/2017;Semipesados;SCANIA;78
01/04/2017;Semipesados;SCANIA;46
01/05/2017;Semipesados;SCANIA;70
01/06/2017;Semipesados;SCANIA;81
01/07/2017;Semipesados;SCANIA;88
01/08/2017;Semipesados;SCANIA;63
01/09/2017;Semipesados;SCANIA;60
01/10/2017;Semipesados;SCANIA;89
01/11/2017;Semipesados;SCANIA;93
01/12/2017;Semipesados;SCANIA;93
01/01/2017;Semipesados;VOLVO;52
01/02/2017;Semipesados;VOLVO;41
01/03/2017;Semipesados;VOLVO;58
01/04/2017;Semipesados;VOLVO;45
01/05/2017;Semipesados;VOLVO;55
01/06/2017;Semipesados;VOLVO;75
01/07/2017;Semipesados;VOLVO;55
01/08/2017;Semipesados;VOLVO;64
01/09/2017;Semipesados;VOLVO;86
01/10/2017;Semipesados;VOLVO;87
01/11/2017;Semipesados;VOLVO;129
01/12/2017;Semipesados;VOLVO;162
01/01/2017;Semipesados;Outras empresas;0
01/02/2017;Semipesados;Outras empresas;0
01/03/2017;Semipesados;Outras empresas;1
01/04/2017;Semipesados;Outras empresas;0
01/05/2017;Semipesados;Outras empresas;0
01/06/2017;Semipesados;Outras empresas;0
01/07/2017;Semipesados;Outras empresas;0
01/08/2017;Semipesados;Outras empresas;0
01/09/2017;Semipesados;Outras empresas;1
01/10/2017;Semipesados;Outras empresas;0
01/11/2017;Semipesados;Outras empresas;2
01/12/2017;Semipesados;Outras empresas;0
01/01/2017;Pesados;DAF;61
01/02/2017;Pesados;DAF;37
01/03/2017;Pesados;DAF;66
01/04/2017;Pesados;DAF;51
01/05/2017;Pesados;DAF;78
01/06/2017;Pesados;DAF;70
01/07/2017;Pesados;DAF;90
01/08/2017;Pesados;DAF;115
01/09/2017;Pesados;DAF;107
01/10/2017;Pesados;DAF;112
01/11/2017;Pesados;DAF;159
01/12/2017;Pesados;DAF;102
01/01/2017;Pesados;Ford;12
01/02/2017;Pesados;Ford;8
01/03/2017;Pesados;Ford;27
01/04/2017;Pesados;Ford;11
01/05/2017;Pesados;Ford;17
01/06/2017;Pesados;Ford;17
01/07/2017;Pesados;Ford;15
01/08/2017;Pesados;Ford;9
01/09/2017;Pesados;Ford;17
01/10/2017;Pesados;Ford;16
01/11/2017;Pesados;Ford;37
01/12/2017;Pesados;Ford;13
01/01/2017;Pesados;INTERNATIONAL;1
01/02/2017;Pesados;INTERNATIONAL;0
01/03/2017;Pesados;INTERNATIONAL;0
01/04/2017;Pesados;INTERNATIONAL;0
01/05/2017;Pesados;INTERNATIONAL;0
01/06/2017;Pesados;INTERNATIONAL;0
01/07/2017;Pesados;INTERNATIONAL;0
01/08/2017;Pesados;INTERNATIONAL;0
01/09/2017;Pesados;INTERNATIONAL;0
01/10/2017;Pesados;INTERNATIONAL;0
01/11/2017;Pesados;INTERNATIONAL;0
01/12/2017;Pesados;INTERNATIONAL;1
01/01/2017;Pesados;Iveco;33
01/02/2017;Pesados;Iveco;21
01/03/2017;Pesados;Iveco;34
01/04/2017;Pesados;Iveco;60
01/05/2017;Pesados;Iveco;43
01/06/2017;Pesados;Iveco;30
01/07/2017;Pesados;Iveco;46
01/08/2017;Pesados;Iveco;94
01/09/2017;Pesados;Iveco;96
01/10/2017;Pesados;Iveco;73
01/11/2017;Pesados;Iveco;53
01/12/2017;Pesados;Iveco;55
01/01/2017;Pesados;MAN;73
01/02/2017;Pesados;MAN;52
01/03/2017;Pesados;MAN;90
01/04/2017;Pesados;MAN;239
01/05/2017;Pesados;MAN;189
01/06/2017;Pesados;MAN;103
01/07/2017;Pesados;MAN;171
01/08/2017;Pesados;MAN;115
01/09/2017;Pesados;MAN;217
01/10/2017;Pesados;MAN;260
01/11/2017;Pesados;MAN;195
